PName,Yseason,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,VHI,SMCI,EVI,GNDVI,SAVI,SR,EDI,TCI,albedo,Yield,CWP,ETa,LST
CP78,LS2022,0.5052,0.49088887,0.47876113,0.50655557,0.50324443,0.55323335,0.5947278,0.55796113,0.61961665,0.20001666,0.10354445,0.51343887,0.37907222,0.028209742,0.18112606,-1.5393567,0.10374992,0.118041575,0.078700654,0.07258737,0.00989992,0.3256081,2.5007026,6.5037,38.45565,38.25
CP79,LS2022,0.50384443,0.49038335,0.47795,0.50233335,0.5001778,0.5526222,0.59349443,0.5566278,0.61705557,0.20093334,0.10336111,0.50633887,0.3722611,0.03185671,0.18484811,1.0417396,0.10371801,0.12108794,0.080731496,0.07265583,0.006420608,0.39082286,0.7086881,7.587781,9.339859,38.25
CP80,LS2022,0.51449443,0.50148887,0.4942722,0.52591665,0.52678335,0.5750222,0.61423335,0.5765,0.63923887,0.20650557,0.10352222,0.54293335,0.40396667,0.018407423,0.16649976,-0.7264354,0.10119802,0.10287387,0.06858749,0.0587052,0.005486171,0.40278196,0.70612177,7.5602083,9.339977,38.25
CP81,LS2022,0.51113887,0.50055557,0.49033335,0.5167222,0.51631665,0.56605557,0.60685,0.5801,0.63085557,0.20374445,0.10338334,0.53851113,0.3983,0.027532645,0.17783229,4.9636755,0.11033362,0.12535013,0.08357257,0.075087205,0.016652191,0.43890944,0.70075024,7.502477,9.340252,37.87
CP82,LS2022,0.4727222,0.45194443,0.44339443,0.47459443,0.47096113,0.51633335,0.5568778,0.52693335,0.5773722,0.19115555,0.10358889,0.50370557,0.3731611,0.007483,0.15467387,-0.25217354,0.108325735,0.10234979,0.06823777,0.06545386,0.012755803,0.2604285,4.0945989,5.481957,74.69319,37.87
CP83,LS2022,0.49298335,0.4656778,0.45454443,0.4888778,0.4859722,0.53429443,0.5728778,0.53489443,0.59626665,0.20159445,0.10368889,0.51538335,0.38511667,0.005202755,0.14872935,-0.33501366,0.10150338,0.09215762,0.061442714,0.059507396,0.003434632,0.27552655,3.7472356,5.715844,65.55901,37.87
CP84,LS2022,0.47784443,0.4586778,0.44438335,0.46765557,0.46401665,0.51089443,0.5482778,0.51516113,0.56798335,0.19708334,0.10370555,0.47741113,0.35192222,0.023413276,0.17011236,-0.32916722,0.09319662,0.10364015,0.0690991,0.065633275,0.003725123,0.24544466,4.2778584,5.3450127,80.03538,38.04
CP85,LS2022,0.50101113,0.48391113,0.47096113,0.49848335,0.49228887,0.5362,0.57331113,0.54196113,0.59341665,0.20892222,0.10382222,0.49758887,0.37175,0.029652823,0.1731685,-0.52257276,0.08970239,0.09146156,0.060979042,0.06304973,0.008702057,0.3529078,1.3787921,7.2138743,19.113087,38.04
CP86,LS2022,0.48439443,0.46803335,0.4504722,0.47451665,0.47345557,0.51731665,0.55193335,0.51906665,0.56928335,0.20345555,0.10364445,0.478,0.35731667,0.022274235,0.16688327,2.6341014,0.092414476,0.09812848,0.065424256,0.05997467,0.004989512,0.30622616,2.7923367,6.3262863,44.142548,38.04
CP87,LS2022,0.47224443,0.45144443,0.4366722,0.44185,0.44685,0.5318222,0.5812722,0.55445,0.59835557,0.19635555,0.10355555,0.42833335,0.30874443,0.13301583,0.28704202,5.327935,0.15353477,0.24327892,0.16219835,0.14285901,0.026570464,0.19593745,6.3012104,5.866869,107.401596,38.04
CP88,LS2022,0.49865,0.4759222,0.46523335,0.49261665,0.48828335,0.54831113,0.59114443,0.5484222,0.61326113,0.20715,0.10352222,0.48745557,0.3552389,0.042508,0.19963026,-2.1370597,0.11296395,0.1274996,0.085006356,0.0849545,0.004680967,0.29693586,3.2207163,6.083767,52.9398,36.17
CP89,LS2022,0.47435557,0.45685,0.44710557,0.48301113,0.47886665,0.5145278,0.5503278,0.52404443,0.57225557,0.19670555,0.10375,0.49923887,0.38132222,0.002893304,0.1354511,-0.15948404,0.10094586,0.08089142,0.053931214,0.052927732,0.011443712,0.31284618,2.620458,6.326769,41.421967,43.31
CP90,LS2022,0.46245557,0.4474222,0.43514443,0.4579,0.45270557,0.5001722,0.53821665,0.5046,0.55939443,0.19454445,0.10354445,0.44878335,0.33602222,0.033346903,0.1749982,-4.3315682,0.099935226,0.11304818,0.075371526,0.07626308,0.010892365,0.16641922,5.3227017,4.464643,119.2191,43.31
CP91,LS2022,0.48335,0.46306113,0.4521222,0.48075557,0.47475,0.5091722,0.54311113,0.50801665,0.56149443,0.20082222,0.10351111,0.4664722,0.3584889,0.01437539,0.14177604,0.3277586,0.074350104,0.059872165,0.039917678,0.042437,0.002136526,0.24947947,4.132655,5.3348327,77.4687,43.31
CP92,LS2022,0.47838335,0.47136665,0.4587278,0.49011113,0.48016665,0.5123278,0.54631113,0.51916113,0.5727278,0.19748889,0.10338889,0.52543887,0.39694443,-0.023225008,0.11471964,0.001596086,0.07394778,0.060836885,0.04056097,0.04784028,0.010219583,0.3625941,0.74539014,7.597767,9.820599,37.79
CP93,LS2022,0.46383887,0.4468278,0.4351778,0.46299443,0.45786665,0.4931722,0.52948335,0.49631113,0.5543222,0.19030555,0.10348889,0.5012722,0.38351667,-0.021736022,0.111723304,1.8718135,0.07853466,0.06788043,0.045256913,0.047396176,0.005062881,0.37074116,0.70788574,7.579173,9.339881,38.4
CP94,LS2022,0.4683278,0.44556113,0.43636113,0.4582222,0.44915557,0.48261113,0.51616113,0.49185557,0.53674443,0.18914445,0.10334445,0.4731778,0.35205,0.004876551,0.15221739,8.039565,0.07414429,0.07713565,0.05142774,0.06007985,0.017920371,0.35428432,1.271763,7.2781367,17.474222,38.4
CP95,LS2022,0.50296665,0.46435,0.4534778,0.4812778,0.47363887,0.50815,0.5446278,0.50081113,0.5664722,0.19754445,0.10342222,0.4703222,0.35027778,0.011695489,0.15478626,3.3102844,0.060662765,0.046189237,0.030795315,0.036295608,-0.004486235,0.30696672,2.7566965,6.3412566,43.476944,38.4
CP96,LS2022,0.51576113,0.50048335,0.48453335,0.5070278,0.4983222,0.53385,0.56875,0.53799443,0.5909222,0.20092222,0.10359445,0.49335,0.36751667,0.021344915,0.16434081,-0.5429987,0.06710294,0.067307904,0.044875473,0.04916099,0.006182433,0.31135324,2.766036,6.342009,43.614513,38.4
CP97,LS2022,0.52973335,0.51233335,0.49965557,0.5291278,0.52000557,0.56254443,0.60203335,0.56469443,0.62756113,0.2054889,0.10369445,0.52448335,0.39298333,0.021947086,0.16456957,0.10462017,0.07678528,0.07650875,0.05100959,0.054412384,0.005930275,0.30724928,2.7629878,6.3404794,43.581013,38.25
CP98,LS2022,0.53966113,0.5288,0.51691665,0.5441278,0.53548335,0.58185,0.62448887,0.59564443,0.64976113,0.2095611,0.10368334,0.54476113,0.40600557,0.034811746,0.18232034,-0.11573211,0.09348804,0.10512409,0.07008777,0.070557535,0.018688517,0.3383942,1.6924513,7.02015,24.117952,38.25
CP99,LS2022,0.52699443,0.51443887,0.50475,0.53658887,0.53421113,0.58450557,0.6276778,0.58635,0.65375,0.20961667,0.10357222,0.5407778,0.39922778,0.021716371,0.17106567,-0.22216444,0.101627685,0.103133075,0.06876039,0.063761674,0.005670901,0.37206686,0.7084458,7.585167,9.339885,38.25
CP100,LS2022,0.52036113,0.50826665,0.4995278,0.5341,0.53265557,0.58058887,0.62213887,0.5877222,0.64853335,0.2084,0.10346111,0.54458335,0.40030557,0.020204026,0.17203489,0.75598574,0.11019648,0.10754653,0.07170274,0.0641034,0.009340216,0.4025846,0.7070604,7.5703053,9.339919,38.25
CP101,LS2022,0.48841113,0.48838887,0.48478335,0.53629443,0.5290278,0.5717778,0.61175,0.5776,0.6346778,0.20041666,0.1036,0.55728887,0.4162722,0.00069884,0.14366442,2.9177322,0.11386977,0.07259812,0.048401736,0.053701747,0.007135654,0.39137524,0.7079371,7.579692,9.339919,37.87
CP102,LS2022,0.46235557,0.4490722,0.4406722,0.4764722,0.47489443,0.52165557,0.5607,0.5279,0.58155,0.19135555,0.10348334,0.50693335,0.37927778,0.00909855,0.15086585,0.22530648,0.1119601,0.09991149,0.06661206,0.0640389,0.009399773,0.3207313,3.3710754,5.9624686,56.74575,37.87
CP103,LS2022,0.45826113,0.44670557,0.4320278,0.45561113,0.46054443,0.51090557,0.54973335,0.51629443,0.5709778,0.19021111,0.10350555,0.49694443,0.36943333,0.007584828,0.15483007,-2.875672,0.113443695,0.12943313,0.08629518,0.07170065,0.00861196,0.29178852,3.5890122,5.8169937,61.722168,37.87
CP104,LS2022,0.47846665,0.45221113,0.44361113,0.47104443,0.47555557,0.52946665,0.57035557,0.5218278,0.59341113,0.19932222,0.10381111,0.49891665,0.37383333,0.008359258,0.15200426,1.1716031,0.10238781,0.10774053,0.07183241,0.060467333,-0.004784317,0.25905088,4.27611,5.353599,79.89361,38.04
CP105,LS2022,0.5122278,0.48980557,0.4779222,0.5049278,0.5042722,0.5505,0.5904,0.54938335,0.61229443,0.21224443,0.10354445,0.5112778,0.38512222,0.023973309,0.16641778,0.017839622,0.088805966,0.09647146,0.06431935,0.057537023,0.00227143,0.40374708,0.70603064,7.5592346,9.339975,38.04
CP106,LS2022,0.50729443,0.4938722,0.48133887,0.50634443,0.50649443,0.5565722,0.5954222,0.56685,0.61559443,0.21028333,0.10357778,0.5241722,0.39294443,0.030126233,0.17136253,-0.11954554,0.099467866,0.1094608,0.072978504,0.06762837,0.011854986,0.3277441,2.183634,6.711473,32.537815,38.04
CP107,LS2022,0.5221778,0.49234443,0.47620557,0.49756665,0.50104443,0.5620778,0.60589443,0.5620778,0.62804443,0.2159111,0.10367222,0.5004222,0.3707111,0.048893824,0.19652149,-51.553917,0.11212891,0.14123306,0.09416255,0.08058648,0.00484715,0.2857126,3.8761404,5.7362437,67.75726,38.04
CP108,LS2022,0.5321,0.5190778,0.5064278,0.53244443,0.53021665,0.60038335,0.65086665,0.60813335,0.67426665,0.22240557,0.10377222,0.5179278,0.3805889,0.068393424,0.21877152,0.4112648,0.1287674,0.15622328,0.10415625,0.097021736,0.010091675,0.3970626,0.7119195,7.622345,9.339902,36.17
CP109,LS2022,0.5214278,0.50528887,0.49031665,0.50975557,0.51426113,0.57421665,0.61619443,0.58466113,0.63695557,0.2199111,0.10370555,0.50404443,0.36843333,0.063201435,0.21758407,117.8381,0.12540123,0.1735028,0.11567784,0.09525266,0.015023053,0.4143265,0.70753143,7.5751967,9.340106,36.17
CP110,LS2022,0.4539722,0.44713887,0.4393278,0.47831665,0.4687222,0.5163722,0.55465557,0.52140557,0.57653335,0.19287222,0.10383889,0.48821113,0.36072222,0.017182708,0.1672224,0.2854934,0.115614116,0.09449596,0.06300196,0.06914619,0.007835623,0.3653191,0.7183359,7.5793934,9.47829,39.85
CP111,LS2022,0.47038887,0.4433,0.43711113,0.4758,0.47206665,0.5077,0.5439278,0.49895,0.56423887,0.19554445,0.10391111,0.48025557,0.3664389,-0.000568077,0.13437545,0.49161437,0.089150496,0.059650842,0.039770525,0.03794462,-0.004931852,0.34446657,1.3738779,7.104962,19.337652,43.31
CP112,LS2022,0.48564443,0.47115557,0.4613722,0.49823335,0.49221113,0.5212778,0.55676665,0.5228778,0.57665557,0.20119445,0.10382778,0.49288335,0.37870557,0.001806473,0.13173549,0.7199305,0.08356693,0.0537659,0.035846613,0.039530527,0.007128485,0.31097007,2.4604014,6.4306464,38.262722,43.31
CP113,LS2022,0.46070557,0.44055,0.42451113,0.44798887,0.4384222,0.47926665,0.51586665,0.47968335,0.5345778,0.19046666,0.10379445,0.43281665,0.32785,0.022193415,0.15680473,-0.1342922,0.07763743,0.070713945,0.04714625,0.058216162,0.001983106,0.16499901,5.3407456,4.4586806,119.783104,43.31
CP114,LS2022,0.4890778,0.4552778,0.4446222,0.46990557,0.46796665,0.5100278,0.5481778,0.50354443,0.56919443,0.20441666,0.10371111,0.46189443,0.35279443,0.016619442,0.1488275,-0.49540752,0.081984125,0.08233966,0.05489759,0.050019484,-0.005436037,0.284646,3.483643,5.7705235,60.38559,43.31
CP115,LS2022,0.48454443,0.46793335,0.45629443,0.4726222,0.47895,0.53828887,0.57983887,0.55511113,0.6002278,0.20388334,0.10362778,0.48008887,0.36589443,0.06287351,0.19774607,0.9607295,0.13077292,0.18056343,0.120384574,0.100356534,0.022729384,0.3237026,2.468369,6.48017,38.098663,40.59
CP116,LS2022,0.45323335,0.41403335,0.40374443,0.4209,0.42904443,0.48864443,0.53125557,0.49931113,0.55146665,0.19448889,0.10367778,0.45650557,0.34487222,0.0350701,0.17624146,0.89480656,0.13391021,0.17809597,0.11873977,0.097380295,0.01492207,0.3271268,1.7499622,6.9261217,25.303923,40.59
CP117,LS2022,0.46671665,0.4581278,0.4426778,0.4648722,0.46259443,0.49663887,0.53108335,0.50529443,0.55461665,0.19587222,0.10348334,0.50101113,0.38217222,-0.011845494,0.122412235,0.09088256,0.07986741,0.07996639,0.0533147,0.051559757,0.010074489,0.39957583,0.7071883,7.5716286,9.339976,37.79
CP118,LS2022,0.47644443,0.45154443,0.43608887,0.45976665,0.4548222,0.4876278,0.52176665,0.4902278,0.54468335,0.19165,0.10338889,0.4867778,0.3709,-0.011553852,0.12309958,-7.109714,0.070194475,0.064232536,0.04282497,0.043921288,0.005138621,0.32937923,2.0788706,6.7755857,30.686329,38.4
CP119,LS2022,0.50623887,0.46598335,0.45456113,0.47956665,0.47448887,0.51115557,0.5502222,0.51311113,0.57545557,0.20193889,0.10359445,0.4928222,0.36802222,0.005585599,0.15001425,0.98763156,0.076327324,0.07339728,0.048935134,0.051585086,0.009420103,0.26775998,3.7383604,5.699899,65.59251,38.4
CP120,LS2022,0.54006113,0.524,0.51191665,0.54371665,0.53525,0.57028887,0.60718335,0.5726222,0.6300278,0.21429443,0.10366666,0.53056665,0.39067778,0.01852059,0.16719025,-1.7635893,0.07351284,0.0657235,0.04381899,0.04715753,0.009198645,0.37722334,0.71079376,7.6103926,9.339778,38.4
CP121,LS2022,0.54506665,0.53410557,0.51615,0.5412278,0.53115,0.5642222,0.59743335,0.56993887,0.6190222,0.2143389,0.10365,0.5028722,0.36808333,0.04109712,0.19071518,-0.40808362,0.063729115,0.063589975,0.04239661,0.048632756,0.009327115,0.38783404,0.7094879,7.5963645,9.339835,38.4
CP122,LS2022,0.5281,0.51511113,0.50416665,0.53411113,0.5296278,0.57271665,0.61238887,0.56594443,0.6367,0.20460555,0.10371666,0.51005,0.37610557,0.034124162,0.18257062,0.12215155,0.07003009,0.066990845,0.044663906,0.044425685,-0.004845396,0.30957386,2.7631013,6.3470936,43.53467,38.25
CP123,LS2022,0.522,0.50741113,0.49510557,0.5210722,0.5066,0.54831665,0.5867778,0.55568887,0.60706665,0.19917222,0.10367778,0.49715557,0.3657889,0.042666506,0.19343469,-2.7239187,0.07269531,0.07145004,0.047636934,0.0586883,0.010786797,0.2943398,3.3592651,5.9633007,56.337067,38.25
CP124,LS2022,0.525,0.51498887,0.51045557,0.55383887,0.54801665,0.59288335,0.63455557,0.58868335,0.66018335,0.20877778,0.10359445,0.55233887,0.41125557,0.011623021,0.15593618,4.4279084,0.094776206,0.06982039,0.046550173,0.046130408,-0.002529601,0.33294308,1.9022053,6.8799214,27.657251,38.25
CP125,LS2022,0.49616113,0.48596113,0.4768722,0.50933887,0.50804443,0.55736665,0.59969443,0.56435,0.62493335,0.19825555,0.10343334,0.53083887,0.38694443,0.012331032,0.16851613,1.3089569,0.11246891,0.11345095,0.07563928,0.069019035,0.010885683,0.2710643,4.257199,5.351314,79.55432,38.25
CP126,LS2022,0.46956665,0.45496113,0.44593335,0.48073335,0.47701113,0.52321665,0.56138335,0.53098335,0.58581665,0.19385,0.10343334,0.5031,0.366,0.005266864,0.159725,0.30657303,0.1127897,0.10280561,0.06854185,0.06751162,0.011453971,0.29142335,3.3052776,5.9995885,55.091927,37.87
CP127,LS2022,0.4750778,0.4554222,0.44505,0.47875557,0.47215,0.51550557,0.55579443,0.52126113,0.5780778,0.19809445,0.10362222,0.50678335,0.3807,-0.005144445,0.13500795,0.53760064,0.10178074,0.0833815,0.05559143,0.058211766,0.006455061,0.2677157,3.6983455,5.7482395,64.354576,37.87
CP128,LS2022,0.48121113,0.4638222,0.45131665,0.48760557,0.48009443,0.5294222,0.57145,0.53500557,0.59578335,0.20175,0.1036,0.5210278,0.39506667,-0.003436011,0.13200411,-8.152515,0.11075407,0.09520267,0.063472874,0.0680694,0.007414371,0.297189,3.497563,5.873587,59.58501,37.87
CP129,LS2022,0.4907778,0.47491113,0.46336113,0.48853335,0.48999443,0.53846665,0.5774,0.54204443,0.6000778,0.20453334,0.10360555,0.51105,0.38448333,0.01941829,0.16354175,-0.75971043,0.10106599,0.11605943,0.07737891,0.068232134,0.008658754,0.32807255,2.2572764,6.668362,33.8506,38.04
CP130,LS2022,0.48466665,0.4657,0.45229443,0.47240557,0.47196113,0.52011665,0.55898887,0.5246,0.58216113,0.20206666,0.10358334,0.4873778,0.36849443,0.029439006,0.17065234,1.8686016,0.094995886,0.120296806,0.0802046,0.071959816,0.009899406,0.32211563,2.5604478,6.477027,39.53386,38.04
CP131,LS2022,0.51493887,0.49716113,0.48714443,0.51756113,0.51386113,0.56286113,0.60203887,0.56018887,0.62214443,0.2156111,0.10362778,0.5131722,0.38907222,0.03131483,0.17105493,-1.059284,0.09132431,0.08892463,0.05928748,0.056003757,-0.002432068,0.3859089,0.7093792,7.5951886,9.339849,38.04
CP132,LS2022,0.5324778,0.52371665,0.51178887,0.54916113,0.54436665,0.59678887,0.63931665,0.60041665,0.6631278,0.22117222,0.10376666,0.5508222,0.4137722,0.034420263,0.17599568,0.8193085,0.102312945,0.097080745,0.06472471,0.06481927,0.007480658,0.37491286,0.7114955,7.617934,9.339743,38.04
CP133,LS2022,0.5260722,0.51111665,0.50386665,0.54164443,0.53768335,0.58505557,0.62663887,0.59231665,0.64763887,0.21923333,0.10378334,0.53950557,0.40105,0.033979498,0.18076141,0.5471863,0.11143046,0.10205128,0.068039045,0.06636078,0.011398114,0.4199348,0.7073511,7.5732346,9.340145,36.17
CP134,LS2022,0.51145557,0.4953778,0.48423335,0.5071,0.51015,0.57633335,0.62160557,0.5817278,0.64781113,0.2151889,0.10373889,0.52048887,0.3834389,0.041762065,0.19312255,-2.2348895,0.12522417,0.16104817,0.107373565,0.09375537,0.007776733,0.41329655,0.7095901,7.5973177,9.340008,36.17
CP135,LS2022,0.50111665,0.48399443,0.4736222,0.50459443,0.5031722,0.5509,0.58984443,0.55878887,0.6130222,0.2113,0.10363889,0.52476113,0.39041667,0.02021113,0.16739966,-0.7790414,0.10832953,0.11041481,0.073615134,0.06875168,0.010910268,0.40416017,0.70953467,7.5967336,9.339996,36.17
CP136,LS2022,0.50486113,0.49225,0.48195,0.51388887,0.5127222,0.5638222,0.6058222,0.56330557,0.62898335,0.2093,0.10355555,0.5319278,0.39732222,0.016192857,0.16241828,-0.53038895,0.10473595,0.108345516,0.0722358,0.06557337,0.00342888,0.37740806,0.716338,7.6697803,9.339746,36.17
CP137,LS2022,0.47676665,0.46353887,0.4551278,0.4898,0.4948778,0.5458278,0.58718335,0.54976113,0.61194443,0.19796666,0.10353889,0.52974443,0.3941111,0.005537451,0.14981763,-0.025746489,0.12487391,0.12117447,0.08078853,0.06624276,0.00649059,0.25033516,4.2922217,5.3018336,80.96668,39.85
CP138,LS2022,0.48511665,0.46395,0.4603278,0.5009278,0.49759443,0.5423722,0.5832278,0.5406222,0.6077278,0.20497222,0.10362222,0.5238,0.39226667,0.001299131,0.1452292,-0.19891012,0.110240385,0.09253992,0.06169803,0.06061261,0.00553549,0.355219,1.2318182,7.266541,16.952034,39.85
CP139,LS2022,0.48685557,0.4716,0.463,0.5047222,0.49893335,0.53311113,0.57074443,0.5364222,0.5938778,0.20458334,0.10368889,0.5181722,0.3863111,-0.004999517,0.1387089,-0.3023807,0.10227636,0.06988147,0.04659112,0.04895589,0.008084393,0.307209,2.603874,6.4038873,40.67366,39.85
CP140,LS2022,0.4746222,0.46164443,0.44593335,0.47596113,0.47191665,0.49845,0.53015,0.5016,0.54628887,0.19738334,0.10399445,0.46681113,0.34948333,0.008828638,0.14843479,-1.9676393,0.081334874,0.06259774,0.041735288,0.041252512,0.008924556,0.26818746,3.342367,5.865729,57.020313,43.31
CP141,LS2022,0.46055,0.43999443,0.4282222,0.4521722,0.44956665,0.4930278,0.52893335,0.49771665,0.55026665,0.19427222,0.10411666,0.44701665,0.32986667,0.034394145,0.18248111,0.14161319,0.10190092,0.11173671,0.0744975,0.071101144,0.009896072,0.22428009,4.593354,5.0286,91.34844,43.31
CP142,LS2022,0.4756278,0.45343335,0.44139443,0.45590557,0.45571665,0.51884443,0.56138887,0.5250778,0.58234443,0.20151111,0.10392222,0.44001665,0.32445,0.08693015,0.23855531,-1.1085632,0.12066286,0.17617841,0.11746249,0.10727178,0.01278341,0.29538947,2.9883787,6.0901732,49.069054,43.31
CP143,LS2022,0.45530557,0.43043335,0.41840557,0.42945,0.4327778,0.50036113,0.5431,0.50606113,0.56611113,0.19532222,0.10369445,0.42995,0.32146667,0.079953074,0.23159055,-0.76104605,0.12640952,0.18662362,0.12442625,0.10790955,0.006959979,0.40098533,0.69419543,7.432504,9.3399935,43.31
CP144,LS2022,0.43930557,0.41535557,0.40745,0.4293278,0.4298,0.48396113,0.52566113,0.4890722,0.54861665,0.18696111,0.10362778,0.4579,0.35055557,0.01934005,0.15727617,-3.0713415,0.11772836,0.14155991,0.094380885,0.084636316,0.008420295,0.37218416,0.70359125,7.533239,9.339824,40.59
CP145,LS2022,0.4245722,0.41073335,0.40292778,0.429,0.42558335,0.48015557,0.52385,0.49504443,0.5422222,0.18151111,0.10347222,0.44861665,0.34767222,0.041157205,0.16754398,-0.48647875,0.12438104,0.13890475,0.09260992,0.09195773,0.019443268,0.36647213,1.1265944,7.3181853,15.426249,40.59
CP146,LS2022,0.42194443,0.40422778,0.39187778,0.40057222,0.41278887,0.46504443,0.49961113,0.47663887,0.5160278,0.18180555,0.10353334,0.41143887,0.31005557,0.058374256,0.19921602,-0.623353,0.12785959,0.18572268,0.1238253,0.09263009,0.015893362,0.3673507,0.7067301,7.566947,9.339699,40.59
CP147,LS2022,0.47718887,0.46059443,0.44678335,0.46605,0.4616722,0.50029443,0.53563335,0.5040278,0.5572722,0.19530555,0.10308334,0.47476113,0.35585,0.016546018,0.15783918,-2.7011578,0.07538982,0.08654136,0.05769898,0.058315948,0.00725846,0.3681959,0.8972351,7.518449,11.93621,37.79
CP148,LS2022,0.50426113,0.48718335,0.4748278,0.50021113,0.49613335,0.53084443,0.56661113,0.5318,0.58928887,0.19959445,0.10318889,0.51614443,0.38868333,0.002070299,0.14158757,-0.04581874,0.070519134,0.06365316,0.04243843,0.04314072,0.003960959,0.2727584,4.000526,5.538315,72.26428,38.4
CP149,LS2022,0.52525557,0.5037278,0.49290557,0.52084443,0.5134278,0.54846665,0.5840722,0.54991665,0.60618887,0.20538333,0.10351666,0.51001665,0.3756611,0.018101798,0.1669825,2.4824872,0.07074736,0.06535967,0.043576486,0.047379393,0.008773822,0.26023763,3.9395588,5.5832944,70.56469,38.4
CP150,LS2022,0.54713887,0.53306665,0.51621113,0.54253887,0.5338278,0.57003335,0.6066778,0.57058887,0.62869443,0.21440557,0.10368334,0.50516113,0.37000557,0.031683896,0.18202092,-1.9578872,0.062043723,0.056579895,0.037722815,0.040477205,-0.000104156,0.4402575,0.6998686,7.4930134,9.340282,38.4
CP151,LS2022,0.55731113,0.55285,0.53745557,0.5671722,0.5571222,0.5927778,0.63076113,0.59903887,0.6548278,0.21790557,0.10374445,0.53685,0.39472222,0.036090102,0.18461417,-0.38511115,0.06908865,0.066370904,0.04425066,0.04749817,0.008175983,0.50192475,0.6897685,7.384432,9.340848,38.4
CP152,LS2022,0.57355,0.57058887,0.55585,0.58921113,0.58403887,0.62556665,0.66703335,0.63033887,0.69226113,0.22274443,0.10363334,0.57401113,0.42396665,0.03203775,0.18148036,-0.21065767,0.08163533,0.076825336,0.051220365,0.05157628,0.006602984,0.43896645,0.7021824,7.517866,9.340182,38.25
CP153,LS2022,0.5358722,0.51780557,0.50891113,0.5476,0.54678335,0.5922222,0.63366665,0.57978335,0.65928335,0.2091389,0.10351111,0.55316113,0.41173887,0.007570804,0.15215057,-0.035258926,0.082002036,0.06360518,0.04240639,0.037745714,-0.010756457,0.3229093,2.3673032,6.594489,35.899296,38.25
CP154,LS2022,0.49821113,0.48455557,0.47215,0.49948887,0.49581113,0.54294443,0.58221665,0.55590557,0.60498887,0.19799445,0.10352778,0.50288887,0.36520557,0.034397215,0.19169812,-0.23308785,0.11279333,0.12684582,0.08457046,0.08035305,0.019437423,0.25647795,4.0937485,5.4709635,74.826904,38.25
CP155,LS2022,0.47136113,0.4574222,0.44933887,0.48596113,0.4863222,0.53206665,0.5731778,0.53820557,0.59615,0.19211666,0.10348334,0.51726113,0.38276667,0.001318674,0.14966847,0.34808975,0.114994854,0.10112189,0.06741904,0.060551528,0.008859677,0.25252375,4.487119,5.194349,86.39325,38.25
CP156,LS2022,0.4575222,0.43280557,0.42199443,0.45319443,0.45198335,0.50243887,0.5421722,0.5027778,0.56616665,0.19209445,0.10338889,0.48598335,0.35921667,-0.002197107,0.14712177,5.089404,0.11217833,0.110025294,0.07335579,0.06808198,0.001829604,0.29599553,3.2032227,6.069274,52.777744,37.87
CP157,LS2022,0.43364443,0.40504443,0.39571667,0.41894443,0.4227778,0.4700278,0.50805,0.4650778,0.52913335,0.18647222,0.10348889,0.45580557,0.34476667,-0.008902292,0.12813492,-1.0782486,0.10014906,0.109751225,0.07317352,0.05879397,-0.006960325,0.25440836,4.372963,5.2783046,82.879105,37.87
CP158,LS2022,0.45956113,0.43241113,0.4270222,0.45338335,0.4534,0.51179443,0.55425,0.51266113,0.57830557,0.19716111,0.1034,0.49555,0.37465,0.010827757,0.15381454,-0.83675474,0.11576166,0.13096815,0.0873187,0.08091137,0.004463902,0.33927947,1.3321238,7.2526207,18.444443,37.87
CP159,LS2022,0.50084443,0.48441113,0.47508887,0.50003887,0.50289443,0.55456113,0.59496113,0.55228335,0.61764443,0.20955,0.10356666,0.52063335,0.38881667,0.017343115,0.16558024,0.15797119,0.102108344,0.12209221,0.08140144,0.06717335,0.000114429,0.40863255,0.709155,7.5927796,9.33986,38.04
